notice_id,candidate_count,portal_id
N011994,1,P160
N000003,0,P002
N000011,3,P240
N000019,0,P228
N000027,0,P094
N000035,0,P180
N000043,4,P189
N000051,1,P215
N000059,0,P094
N000067,0,P002
N000075,0,P064
N000083,0,P094
N000091,0,P005
N000099,2,P240
N000107,0,P005
N000115,6,P002
N000123,2,P235
N000131,0,P005
N000139,2,P113
N000147,3,P044
N000155,4,P094
N000163,2,P049
N000171,4,P001
N000179,1,P088
N000187,4,P238
N000195,2,P136
N000203,5,P094
N000211,0,P094
N000219,3,P215
N000227,0,P044
N000235,0,P002
N000243,4,P182
N000251,6,P006
N000259,6,P055
N000267,5,P094
N000275,0,P200
N000283,0,P097
N000291,0,P006
N000299,0,P094
N000307,4,P002
N000315,1,P005
N000323,6,P170
N000331,1,P094
N000339,1,P165
N000347,0,P044
N000355,2,P003
N000363,0,P003
N000371,0,P013
N000379,0,P013
N000387,2,P005
N000395,0,P003
N000403,0,P228
N000411,4,P036
N000419,3,P215
N000427,3,P240
N000435,0,P001
N000443,1,P002
N000451,0,P028
N000459,0,P044
N000467,0,P005
N000475,5,P146
N000483,6,P215
N000491,5,P004
N000499,0,P004
N000507,4,P094
N000515,0,P002
N000523,3,P005
N000531,6,P094
N000539,0,P059
N000547,0,P002
N000555,0,P003
N000563,0,P006
N000571,1,P041
N000579,0,P004
N000587,1,P006
N000595,1,P165
N000603,1,P094
N000611,1,P091
N000619,4,P258
N000627,1,P094
N000635,1,P003
N000643,4,P001
N000651,2,P003
N000659,0,P005
N000667,0,P006
N000675,4,P006
N000683,6,P043
N000691,2,P006
N000699,1,P006
N000707,5,P089
N000715,0,P141
N000723,0,P003
N000731,2,P002
N000739,0,P004
N000747,7,P003
N000755,2,P112
N000763,6,P167
N000771,0,P021
N000779,2,P020
N000787,4,P030
N000795,1,P138
N000803,1,P103
N000811,3,P124
N000819,3,P004
N000827,8,P077
N000835,8,P044
N000843,0,P001
N000851,1,P005
N000859,3,P041
N000867,0,P006
N000875,3,P094
N000883,1,P004
N000891,3,P005
N000899,2,P006
N000907,1,P146
N000915,4,P003
N000923,5,P004
N000931,0,P146
N000939,0,P044
N000947,0,P005
N000955,0,P162
N000963,3,P207
N000971,1,P001
N000979,1,P209
N000987,1,P094
N000995,0,P151
N001003,1,P183
N001011,4,P255
N001019,3,P200
N001027,1,P061
N001035,0,P006
N001043,4,P144
N001051,1,P195
N001059,5,P094
N001067,1,P241
N001075,5,P006
N001083,0,P181
N001091,1,P094
N001099,2,P004
N001107,0,P006
N001115,0,P001
N001123,1,P094
N001131,4,P207
N001139,0,P229
N001147,1,P035
N001155,6,P088
N001163,2,P207
N001171,2,P006
N001179,0,P005
N001187,0,P053
N001195,1,P094
N001203,0,P094
N001211,2,P181
N001219,2,P136
N001227,0,P227
N001235,2,P183
N001243,0,P002
N001251,1,P181
N001259,4,P246
N001267,5,P094
N001275,4,P005
N001283,1,P181
N001291,1,P191
N001299,0,P006
N001307,4,P167
N001315,0,P183
N001323,0,P013
N001331,1,P073
N001339,0,P004
N001347,1,P088
N001355,0,P238
N001363,0,P002
N001371,3,P005
N001379,1,P255
N001387,0,P191
N001395,0,P001
N001403,0,P002
N001411,0,P223
N001419,0,P006
N001427,0,P094
N001435,3,P088
N001443,3,P003
N001451,0,P064
N001459,0,P001
N001467,1,P181
N001475,0,P004
N001483,1,P225
N001491,2,P003
N001499,2,P006
N001507,6,P014
N001515,0,P207
N001523,2,P006
N001531,3,P181
N001539,0,P044
N001547,1,P120
N001555,2,P003
N001563,0,P002
N001571,3,P240
N001579,4,P242
N001587,1,P041
N001595,5,P003
N001603,0,P006
N001611,2,P023
N001619,3,P094
N001627,0,P240
N001635,0,P038
N001643,1,P242
N001651,2,P001
N001659,3,P232
N001667,2,P044
N001675,1,P003
N001683,0,P004
N001691,0,P006
N001699,0,P003
N001707,1,P099
N001715,0,P053
N001723,1,P003
N001731,1,P094
N001739,5,P094
N001747,0,P004
N001755,0,P005
N001763,2,P232
N001771,0,P128
N001779,5,P231
N001787,2,P094
N001795,0,P094
N001803,1,P181
N001811,0,P001
N001819,1,P005
N001827,1,P003
N001835,1,P002
N001843,0,P240
N001851,0,P003
N001859,1,P047
N001867,3,P094
N001875,2,P006
N001883,0,P003
N001891,0,P094
N001899,4,P136
N001907,2,P172
N001915,5,P232
N001923,2,P003
N001931,3,P005
N001939,2,P053
N001947,1,P185
N001955,0,P006
N001963,2,P239
N001971,1,P004
N001979,1,P094
N001987,0,P094
N001995,6,P005
N002003,0,P004
N002011,4,P003
N002019,4,P006
N002027,0,P214
N002035,6,P141
N002043,1,P054
N002051,0,P094
N002059,1,P001
N002067,0,P048
N002075,3,P241
N002083,0,P013
N002091,5,P001
N002099,1,P004
N002107,4,P235
N002115,8,P094
N002123,3,P094
N002131,3,P001
N002139,4,P163
N002147,0,P005
N002155,4,P002
N002163,2,P004
N002171,0,P117
N002179,0,P181
N002187,0,P001
N002195,0,P002
N002203,5,P163
N002211,2,P180
N002219,3,P002
N002227,0,P094
N002235,0,P002
N002243,0,P001
N002251,0,P006
N002259,0,P028
N002267,0,P176
N002275,0,P189
N002283,1,P001
N002291,0,P005
N002299,2,P001
N002307,1,P006
N002315,1,P001
N002323,0,P020
N002331,0,P002
N002339,0,P181
N002347,3,P006
N002355,0,P094
N002363,1,P001
N002371,1,P001
N002379,5,P255
N002387,4,P094
N002395,4,P214
N002403,3,P240
N002411,0,P016
N002419,6,P178
N002427,4,P001
N002435,2,P094
N002443,0,P117
N002451,0,P003
N002459,1,P215
N002467,2,P020
N002475,0,P003
N002483,5,P006
N002491,7,P004
N002499,7,P144
N002507,1,P094
N002515,5,P094
N002523,0,P063
N002531,2,P006
N002539,0,P004
N002547,0,P129
N002555,1,P005
N002563,2,P210
N002571,3,P003
N002579,0,P084
N002587,0,P001
N002595,4,P184
N002603,4,P006
N002611,0,P221
N002619,2,P005
N002627,3,P181
N002635,1,P094
N002643,0,P240
N002651,4,P215
N002659,5,P185
N002667,0,P003
N002675,7,P064
N002683,0,P002
N002691,0,P002
N002699,5,P006
N002707,2,P006
N002715,0,P227
N002723,1,P235
N002731,4,P044
N002739,5,P094
N002747,1,P020
N002755,1,P181
N002763,4,P205
N002771,0,P005
N002779,0,P004
N002787,0,P006
N002795,4,P239
N002803,0,P240
N002811,0,P162
N002819,0,P004
N002827,5,P240
N002835,0,P105
N002843,0,P191
N002851,0,P217
N002859,1,P250
N002867,5,P065
N002875,4,P002
N002883,0,P037
N002891,4,P181
N002899,3,P094
N002907,1,P094
N002915,1,P084
N002923,0,P002
N002931,2,P107
N002939,1,P002
N002947,5,P002
N002955,1,P001
N002963,6,P232
N002971,0,P004
N002979,2,P004
N002987,0,P002
N002995,0,P252
N003003,0,P006
N003011,3,P020
N003019,0,P005
N003027,2,P006
N003035,0,P003
N003043,0,P006
N003051,0,P001
N003059,4,P094
N003067,0,P005
N003075,3,P044
N003083,4,P181
N003091,5,P001
N003099,2,P065
N003107,2,P006
N003115,0,P136
N003123,2,P181
N003131,4,P052
N003139,1,P005
N003147,0,P002
N003155,0,P006
N003163,3,P069
N003171,0,P215
N003179,0,P013
N003187,1,P211
N003195,0,P180
N003203,4,P001
N003211,0,P003
N003219,0,P215
N003227,2,P094
N003235,2,P094
N003243,0,P104
N003251,3,P094
N003259,0,P002
N003267,4,P160
N003275,0,P257
N003283,1,P073
N003291,6,P216
N003299,0,P020
N003307,0,P002
N003315,0,P094
N003323,3,P073
N003331,0,P094
N003339,0,P020
N003347,4,P069
N003355,2,P003
N003363,3,P001
N003371,0,P126
N003379,0,P013
N003387,6,P038
N003395,4,P004
N003403,0,P002
N003411,2,P040
N003419,4,P036
N003427,3,P125
N003435,0,P249
N003443,2,P094
N003451,1,P240
N003459,4,P006
N003467,3,P071
N003475,2,P005
N003483,1,P020
N003491,2,P094
N003499,4,P004
N003507,1,P002
N003515,5,P001
N003523,0,P001
N003531,1,P003
N003539,1,P020
N003547,0,P002
N003555,3,P002
N003563,2,P003
N003571,3,P240
N003579,6,P094
N003587,6,P141
N003595,0,P005
N003603,1,P003
N003611,0,P235
N003619,0,P094
N003627,0,P002
N003635,0,P005
N003643,7,P003
N003651,0,P136
N003659,5,P002
N003667,4,P094
N003675,0,P005
N003683,6,P240
N003691,0,P003
N003699,5,P003
N003707,4,P235
N003715,1,P005
N003723,0,P240
N003731,1,P005
N003739,1,P004
N003747,0,P003
N003755,0,P002
N003763,3,P004
N003771,6,P003
N003779,0,P094
N003787,7,P094
N003795,1,P002
N003803,0,P183
N003811,3,P002
N003819,1,P006
N003827,1,P004
N003835,6,P115
N003843,4,P094
N003851,0,P006
N003859,0,P002
N003867,4,P094
N003875,7,P240
N003883,0,P006
N003891,0,P005
N003899,0,P094
N003907,0,P002
N003915,7,P094
N003923,0,P006
N003931,0,P001
N003939,2,P116
N003947,1,P240
N003955,0,P002
N003963,0,P005
N003971,7,P183
N003979,0,P094
N003987,0,P008
N003995,0,P002
N004003,2,P232
N004011,0,P001
N004019,1,P005
N004027,1,P240
N004035,1,P096
N004043,0,P006
N004051,0,P094
N004059,4,P217
N004067,4,P094
N004075,5,P004
N004083,0,P240
N004091,2,P094
N004099,2,P194
N004107,0,P006
N004115,2,P227
N004123,3,P081
N004131,0,P238
N004139,1,P095
N004147,0,P004
N004155,0,P084
N004163,4,P005
N004171,1,P099
N004179,4,P246
N004187,0,P240
N004195,3,P006
N004203,4,P094
N004211,0,P039
N004219,0,P002
N004227,1,P200
N004235,4,P147
N004243,1,P090
N004251,7,P094
N004259,6,P094
N004267,0,P001
N004275,2,P147
N004283,4,P006
N004291,3,P005
N004299,1,P003
N004307,1,P094
N004315,0,P004
N004323,0,P061
N004331,5,P020
N004339,3,P252
N004347,3,P207
N004355,6,P002
N004363,6,P020
N004371,4,P203
N004379,0,P005
N004387,7,P240
N004395,0,P215
N004403,4,P006
N004411,2,P039
N004419,3,P005
N004427,2,P001
N004435,4,P002
N004443,0,P005
N004451,1,P002
N004459,0,P011
N004467,2,P094
N004475,1,P232
N004483,1,P091
N004491,3,P094
N004499,3,P006
N004507,0,P145
N004515,1,P238
N004523,0,P168
N004531,1,P020
N004539,6,P166
N004547,5,P240
N004555,1,P001
N004563,1,P004
N004571,3,P004
N004579,3,P005
N004587,0,P005
N004595,0,P006
N004603,1,P004
N004611,3,P003
N004619,1,P027
N004627,1,P001
N004635,5,P001
N004643,5,P006
N004651,3,P041
N004659,3,P044
N004667,2,P006
N004675,2,P057
N004683,1,P004
N004691,0,P235
N004699,0,P050
N004707,6,P058
N004715,3,P094
N004723,3,P189
N004731,0,P006
N004739,1,P136
N004747,0,P006
N004755,0,P001
N004763,0,P004
N004771,6,P240
N004779,4,P002
N004787,3,P146
N004795,1,P001
N004803,1,P100
N004811,0,P004
N004819,1,P001
N004827,0,P200
N004835,4,P003
N004843,5,P094
N004851,1,P003
N004859,0,P020
N004867,2,P240
N004875,2,P003
N004883,0,P227
N004891,1,P238
N004899,2,P094
N004907,5,P042
N004915,0,P094
N004923,4,P097
N004931,0,P142
N004939,0,P005
N004947,0,P235
N004955,4,P006
N004963,1,P005
N004971,0,P006
N004979,2,P224
N004987,0,P094
N004995,1,P002
N005003,3,P112
N005011,2,P002
N005019,1,P003
N005027,1,P088
N005035,5,P215
N005043,0,P001
N005051,0,P145
N005059,1,P041
N005067,5,P106
N005075,2,P002
N005083,0,P003
N005091,2,P001
N005099,1,P004
N005107,4,P041
N005115,4,P006
N005123,0,P003
N005131,3,P003
N005139,0,P006
N005147,1,P079
N005155,7,P014
N005163,0,P003
N005171,1,P002
N005179,2,P228
N005187,1,P005
N005195,1,P006
N005203,6,P020
N005211,2,P240
N005219,0,P011
N005227,3,P181
N005235,5,P246
N005243,0,P004
N005251,5,P163
N005259,4,P094
N005267,1,P003
N005275,4,P094
N005283,5,P001
N005291,0,P005
N005299,3,P180
N005307,4,P189
N005315,0,P141
N005323,4,P089
N005331,0,P184
N005339,3,P003
N005347,0,P016
N005355,0,P003
N005363,0,P003
N005371,0,P003
N005379,2,P230
N005387,0,P005
N005395,0,P020
N005403,0,P003
N005411,1,P004
N005419,3,P175
N005427,1,P094
N005435,1,P227
N005443,4,P208
N005451,0,P013
N005459,0,P192
N005467,1,P133
N005475,0,P004
N005483,0,P252
N005491,1,P006
N005499,0,P097
N005507,5,P004
N005515,0,P002
N005523,2,P020
N005531,1,P192
N005539,1,P136
N005547,2,P121
N005555,2,P002
N005563,0,P166
N005571,4,P064
N005579,0,P094
N005587,1,P002
N005595,0,P106
N005603,6,P136
N005611,0,P003
N005619,4,P215
N005627,2,P141
N005635,0,P006
N005643,0,P005
N005651,1,P063
N005659,0,P003
N005667,0,P167
N005675,2,P044
N005683,0,P075
N005691,1,P181
N005699,1,P012
N005707,0,P122
N005715,0,P001
N005723,0,P094
N005731,0,P094
N005739,0,P006
N005747,1,P004
N005755,6,P020
N005763,1,P021
N005771,0,P003
N005779,4,P240
N005787,4,P020
N005795,4,P005
N005803,0,P088
N005811,2,P094
N005819,0,P094
N005827,1,P094
N005835,0,P002
N005843,0,P121
N005851,0,P004
N005859,0,P005
N005867,0,P227
N005875,1,P001
N005883,0,P181
N005891,3,P001
N005899,3,P003
N005907,2,P004
N005915,2,P232
N005923,4,P001
N005931,2,P094
N005939,4,P005
N005947,0,P020
N005955,1,P183
N005963,5,P005
N005971,0,P006
N005979,0,P002
N005987,5,P222
N005995,0,P005
N006003,0,P006
N006011,6,P002
N006019,1,P189
N006027,0,P094
N006035,0,P020
N006043,0,P215
N006051,0,P006
N006059,5,P099
N006067,2,P136
N006075,3,P003
N006083,2,P214
N006091,0,P094
N006099,1,P001
N006107,8,P012
N006115,6,P002
N006123,4,P133
N006131,2,P141
N006139,0,P094
N006147,2,P006
N006155,3,P005
N006163,1,P002
N006171,4,P044
N006179,4,P001
N006187,3,P003
N006195,0,P004
N006203,0,P094
N006211,0,P002
N006219,4,P006
N006227,0,P221
N006235,2,P089
N006243,0,P006
N006251,0,P228
N006259,4,P190
N006267,1,P094
N006275,3,P143
N006283,5,P042
N006291,2,P004
N006299,2,P006
N006307,5,P041
N006315,1,P077
N006323,0,P146
N006331,0,P044
N006339,2,P094
N006347,1,P122
N006355,1,P002
N006363,0,P240
N006371,3,P020
N006379,3,P094
N006387,5,P094
N006395,2,P001
N006403,0,P004
N006411,6,P137
N006419,0,P001
N006427,0,P124
N006435,4,P094
N006443,6,P020
N006451,2,P112
N006459,0,P094
N006467,0,P117
N006475,2,P041
N006483,2,P004
N006491,5,P005
N006499,5,P004
N006507,0,P071
N006515,4,P006
N006523,1,P003
N006531,0,P013
N006539,0,P003
N006547,0,P066
N006555,3,P246
N006563,0,P004
N006571,0,P094
N006579,2,P004
N006587,5,P227
N006595,2,P094
N006603,8,P003
N006611,1,P020
N006619,5,P004
N006627,5,P040
N006635,1,P006
N006643,0,P005
N006651,0,P006
N006659,2,P255
N006667,2,P006
N006675,0,P013
N006683,6,P210
N006691,0,P002
N006699,2,P031
N006707,4,P141
N006715,8,P044
N006723,5,P189
N006731,2,P167
N006739,0,P003
N006747,4,P240
N006755,0,P005
N006763,2,P002
N006771,1,P091
N006779,4,P094
N006787,3,P240
N006795,2,P004
N006803,2,P181
N006811,8,P001
N006819,0,P046
N006827,3,P006
N006835,0,P013
N006843,0,P037
N006851,0,P006
N006859,4,P059
N006867,1,P004
N006875,1,P116
N006883,0,P044
N006891,0,P228
N006899,6,P006
N006907,0,P001
N006915,0,P196
N006923,4,P094
N006931,0,P020
N006939,0,P190
N006947,2,P005
N006955,2,P006
N006963,0,P254
N006971,0,P129
N006979,4,P006
N006987,2,P089
N006995,2,P094
N007003,7,P002
N007011,2,P217
N007019,1,P241
N007027,6,P004
N007035,0,P112
N007043,0,P006
N007051,0,P254
N007059,0,P199
N007067,0,P228
N007075,4,P044
N007083,0,P003
N007091,0,P005
N007099,3,P002
N007107,0,P059
N007115,0,P073
N007123,3,P071
N007131,8,P184
N007139,4,P003
N007147,2,P094
N007155,1,P181
N007163,2,P006
N007171,3,P006
N007179,1,P004
N007187,1,P180
N007195,0,P005
N007203,1,P094
N007211,0,P240
N007219,7,P021
N007227,0,P180
N007235,5,P094
N007243,2,P091
N007251,0,P020
N007259,0,P032
N007267,0,P005
N007275,4,P215
N007283,4,P094
N007291,0,P001
N007299,1,P094
N007307,0,P020
N007315,0,P006
N007323,3,P143
N007331,3,P005
N007339,2,P094
N007347,4,P006
N007355,0,P255
N007363,3,P097
N007371,2,P216
N007379,2,P041
N007387,0,P244
N007395,3,P003
N007403,0,P005
N007411,1,P259
N007419,4,P001
N007427,0,P053
N007435,1,P094
N007443,1,P005
N007451,5,P005
N007459,1,P006
N007467,0,P065
N007475,1,P002
N007483,4,P189
N007491,3,P005
N007499,1,P189
N007507,0,P188
N007515,3,P094
N007523,2,P005
N007531,0,P042
N007539,3,P240
N007547,2,P006
N007555,1,P002
N007563,0,P005
N007571,6,P001
N007579,1,P094
N007587,0,P189
N007595,1,P020
N007603,2,P181
N007611,0,P006
N007619,6,P006
N007627,1,P200
N007635,0,P178
N007643,0,P069
N007651,5,P148
N007659,3,P184
N007667,0,P003
N007675,0,P004
N007683,6,P094
N007691,0,P094
N007699,0,P002
N007707,0,P257
N007715,4,P057
N007723,2,P020
N007731,3,P094
N007739,1,P004
N007747,0,P016
N007755,0,P001
N007763,3,P003
N007771,6,P094
N007779,1,P073
N007787,5,P246
N007795,5,P094
N007803,2,P141
N007811,5,P227
N007819,1,P002
N007827,0,P060
N007835,0,P253
N007843,0,P094
N007851,0,P004
N007859,4,P094
N007867,3,P147
N007875,1,P025
N007883,3,P001
N007891,0,P002
N007899,0,P124
N007907,5,P255
N007915,1,P106
N007923,1,P122
N007931,0,P042
N007939,0,P044
N007947,2,P081
N007955,6,P184
N007963,0,P235
N007971,5,P088
N007979,0,P005
N007987,3,P004
N007995,2,P003
N008003,0,P094
N008011,5,P056
N008019,0,P094
N008027,7,P182
N008035,0,P001
N008043,3,P003
N008051,0,P020
N008059,4,P129
N008067,1,P002
N008075,0,P151
N008083,4,P182
N008091,1,P152
N008099,2,P216
N008107,5,P094
N008115,1,P240
N008123,1,P094
N008131,2,P241
N008139,2,P028
N008147,0,P099
N008155,2,P006
N008163,0,P097
N008171,1,P184
N008179,1,P003
N008187,0,P006
N008195,3,P167
N008203,0,P221
N008211,0,P094
N008219,0,P006
N008227,4,P006
N008235,1,P073
N008243,3,P094
N008251,6,P001
N008259,1,P041
N008267,1,P129
N008275,1,P133
N008283,2,P059
N008291,3,P026
N008299,0,P173
N008307,3,P053
N008315,0,P002
N008323,0,P003
N008331,0,P005
N008339,2,P004
N008347,0,P001
N008355,0,P094
N008363,0,P094
N008371,1,P002
N008379,1,P088
N008387,0,P240
N008395,1,P001
N008403,0,P001
N008411,0,P016
N008419,2,P002
N008427,3,P250
N008435,0,P001
N008443,4,P003
N008451,1,P091
N008459,5,P003
N008467,2,P094
N008475,0,P215
N008483,0,P005
N008491,2,P122
N008499,0,P052
N008507,5,P163
N008515,0,P002
N008523,0,P101
N008531,4,P235
N008539,1,P001
N008547,2,P094
N008555,2,P006
N008563,0,P088
N008571,4,P003
N008579,0,P013
N008587,1,P094
N008595,2,P006
N008603,2,P002
N008611,7,P003
N008619,2,P232
N008627,6,P250
N008635,7,P094
N008643,6,P003
N008651,0,P145
N008659,2,P001
N008667,4,P001
N008675,1,P214
N008683,2,P163
N008691,4,P004
N008699,7,P003
N008707,0,P006
N008715,2,P064
N008723,0,P232
N008731,0,P003
N008739,2,P094
N008747,0,P006
N008755,0,P084
N008763,1,P094
N008771,1,P115
N008779,0,P094
N008787,2,P003
N008795,2,P094
N008803,0,P001
N008811,2,P026
N008819,1,P001
N008827,3,P094
N008835,7,P223
N008843,0,P240
N008851,0,P001
N008859,0,P044
N008867,0,P005
N008875,2,P226
N008883,0,P094
N008891,4,P001
N008899,1,P136
N008907,8,P129
N008915,0,P044
N008923,4,P094
N008931,0,P147
N008939,6,P250
N008947,1,P094
N008955,3,P020
N008963,3,P226
N008971,2,P001
N008979,7,P240
N008987,3,P120
N008995,2,P193
N009003,3,P001
N009011,1,P073
N009019,7,P044
N009027,8,P094
N009035,0,P020
N009043,0,P240
N009051,0,P178
N009059,0,P094
N009067,0,P013
N009075,0,P004
N009083,2,P041
N009091,6,P224
N009099,3,P083
N009107,1,P001
N009115,1,P108
N009123,0,P216
N009131,1,P097
N009139,0,P001
N009147,2,P094
N009155,0,P255
N009163,3,P227
N009171,1,P020
N009179,1,P001
N009187,5,P005
N009195,0,P002
N009203,3,P044
N009211,4,P240
N009219,1,P001
N009227,0,P003
N009235,0,P037
N009243,3,P202
N009251,2,P259
N009259,1,P081
N009267,3,P006
N009275,4,P247
N009283,1,P094
N009291,0,P235
N009299,1,P002
N009307,3,P235
N009315,0,P189
N009323,0,P005
N009331,0,P094
N009339,0,P013
N009347,0,P001
N009355,5,P207
N009363,2,P152
N009371,4,P005
N009379,2,P106
N009387,4,P081
N009395,3,P002
N009403,2,P001
N009411,1,P094
N009419,0,P003
N009427,7,P064
N009435,0,P094
N009443,0,P063
N009451,4,P003
N009459,5,P094
N009467,0,P005
N009475,0,P146
N009483,3,P063
N009491,4,P088
N009499,2,P094
N009507,6,P073
N009515,0,P136
N009523,1,P004
N009531,0,P004
N009539,0,P094
N009547,1,P002
N009555,1,P002
N009563,0,P004
N009571,0,P005
N009579,4,P116
N009587,0,P006
N009595,1,P136
N009603,6,P057
N009611,3,P094
N009619,0,P005
N009627,0,P240
N009635,1,P189
N009643,1,P094
N009651,0,P120
N009659,2,P001
N009667,2,P069
N009675,4,P002
N009683,0,P002
N009691,1,P005
N009699,4,P112
N009707,0,P001
N009715,0,P005
N009723,3,P006
N009731,2,P136
N009739,3,P006
N009747,2,P146
N009755,5,P002
N009763,7,P005
N009771,5,P184
N009779,0,P183
N009787,3,P003
N009795,3,P006
N009803,0,P166
N009811,3,P241
N009819,2,P005
N009827,2,P003
N009835,1,P004
N009843,1,P217
N009851,0,P006
N009859,2,P002
N009867,5,P042
N009875,0,P190
N009883,3,P246
N009891,2,P211
N009899,0,P004
N009907,5,P097
N009915,0,P239
N009923,6,P240
N009931,0,P001
N009939,3,P240
N009947,0,P002
N009955,1,P015
N009963,3,P003
N009971,4,P170
N009979,1,P003
N009987,4,P006
N009995,0,P081
N010003,2,P004
N010011,1,P215
N010019,1,P002
N010027,1,P002
N010035,0,P022
N010043,0,P033
N010051,5,P002
N010059,0,P013
N010067,1,P006
N010075,4,P227
N010083,3,P002
N010091,1,P175
N010099,2,P005
N010107,0,P121
N010115,3,P202
N010123,6,P088
N010131,2,P136
N010139,1,P014
N010147,0,P003
N010155,1,P094
N010163,2,P146
N010171,1,P014
N010179,0,P005
N010187,2,P094
N010195,2,P006
N010203,0,P129
N010211,4,P002
N010219,0,P002
N010227,0,P094
N010235,0,P005
N010243,2,P005
N010251,1,P035
N010259,0,P005
N010267,0,P006
N010275,0,P006
N010283,1,P097
N010291,0,P005
N010299,5,P020
N010307,1,P005
N010315,0,P140
N010323,0,P006
N010331,0,P005
N010339,2,P002
N010347,0,P113
N010355,6,P147
N010363,2,P240
N010371,3,P219
N010379,0,P117
N010387,0,P001
N010395,2,P094
N010403,4,P255
N010411,1,P006
N010419,4,P193
N010427,8,P088
N010435,1,P094
N010443,0,P027
N010451,0,P006
N010459,0,P006
N010467,3,P101
N010475,1,P006
N010483,2,P003
N010491,0,P002
N010499,4,P006
N010507,0,P002
N010515,0,P088
N010523,0,P094
N010531,0,P004
N010539,5,P002
N010547,5,P003
N010555,0,P006
N010563,3,P005
N010571,0,P001
N010579,2,P005
N010587,2,P240
N010595,0,P002
N010603,0,P006
N010611,1,P064
N010619,0,P001
N010627,1,P254
N010635,1,P002
N010643,3,P002
N010651,4,P001
N010659,1,P136
N010667,6,P081
N010675,6,P020
N010683,2,P112
N010691,3,P020
N010699,1,P004
N010707,0,P061
N010715,0,P004
N010723,0,P004
N010731,5,P194
N010739,0,P094
N010747,5,P146
N010755,0,P240
N010763,6,P095
N010771,0,P155
N010779,4,P096
N010787,4,P002
N010795,4,P214
N010803,3,P069
N010811,0,P246
N010819,0,P002
N010827,0,P137
N010835,1,P088
N010843,0,P097
N010851,4,P219
N010859,0,P094
N010867,2,P077
N010875,2,P091
N010883,4,P001
N010891,1,P005
N010899,4,P227
N010907,0,P020
N010915,1,P005
N010923,0,P170
N010931,6,P120
N010939,0,P020
N010947,0,P046
N010955,2,P001
N010963,4,P095
N010971,0,P006
N010979,0,P001
N010987,0,P094
N010995,0,P001
N011003,1,P094
N011011,0,P005
N011019,0,P004
N011027,0,P046
N011035,3,P001
N011043,1,P005
N011051,2,P189
N011059,1,P094
N011067,4,P240
N011075,3,P044
N011083,5,P002
N011091,0,P005
N011099,1,P028
N011107,4,P094
N011115,0,P146
N011123,0,P238
N011131,0,P254
N011139,0,P005
N011147,6,P094
N011155,0,P006
N011163,2,P162
N011171,3,P094
N011179,0,P065
N011187,0,P094
N011195,4,P005
N011203,1,P215
N011211,2,P189
N011219,3,P094
N011227,3,P005
N011235,0,P142
N011243,0,P046
N011251,2,P094
N011259,3,P238
N011267,2,P094
N011275,1,P094
N011283,2,P059
N011291,2,P229
N011299,4,P041
N011307,8,P006
N011315,0,P094
N011323,0,P020
N011331,2,P004
N011339,1,P240
N011347,0,P094
N011355,1,P002
N011363,2,P257
N011371,2,P076
N011379,0,P002
N011387,5,P240
N011395,0,P094
N011403,4,P004
N011411,5,P003
N011419,1,P002
N011427,5,P225
N011435,8,P005
N011443,1,P202
N011451,0,P209
N011459,0,P058
N011467,4,P214
N011475,0,P094
N011483,0,P056
N011491,0,P038
N011499,1,P001
N011507,2,P208
N011515,1,P195
N011523,5,P003
N011531,0,P098
N011539,0,P213
N011547,0,P221
N011555,5,P044
N011563,7,P045
N011571,6,P255
N011579,0,P167
N011587,0,P005
N011595,2,P003
N011603,2,P116
N011611,1,P037
N011619,0,P044
N011627,1,P035
N011635,3,P236
N011643,0,P094
N011651,3,P005
N011659,0,P242
N011667,1,P005
N011675,5,P004
N011683,0,P006
N011691,3,P002
N011699,0,P001
N011707,4,P184
N011715,0,P094
N011723,6,P197
N011731,0,P004
N011739,0,P001
N011747,7,P200
N011755,0,P213
N011763,5,P001
N011771,3,P002
N011779,0,P183
N011787,0,P116
N011795,1,P005
N011803,1,P001
N011811,0,P003
N011819,0,P004
N011827,2,P180
N011835,2,P083
N011843,1,P001
N011851,2,P001
N011859,1,P002
N011867,2,P180
N011875,1,P014
N011883,4,P124
N011891,1,P001
N011899,2,P003
N011907,2,P094
N011915,0,P001
N011923,0,P221
N011931,1,P227
N011939,1,P077
N011947,7,P106
N011955,0,P005
N011963,2,P194
N011971,3,P190
N011979,1,P091
N011987,1,P004
N011995,5,P001
N000004,4,P227
N000012,3,P094
N000020,0,P111
N000028,1,P087
N000036,0,P002
N000044,2,P002
N000052,1,P038
N000060,0,P004
N000068,0,P001
N000076,0,P137
N000084,0,P094
N000092,0,P240
N000100,2,P006
N000108,6,P010
N000116,1,P006
N000124,2,P002
N000132,0,P028
N000140,3,P003
N000148,3,P196
N000156,4,P014
N000164,0,P003
N000172,0,P013
N000180,0,P166
N000188,2,P003
N000196,2,P094
N000204,5,P240
N000212,0,P004
N000220,3,P196
N000228,0,P006
N000236,3,P003
N000244,4,P027
N000252,6,P097
N000260,0,P001
N000268,0,P002
N000276,0,P046
N000284,0,P002
N000292,1,P006
N000300,0,P006
N000308,0,P107
N000316,1,P094
N000324,6,P242
N000332,1,P258
N000340,0,P005
N000348,0,P094
N000356,0,P240
N000364,2,P001
N000372,0,P001
N000380,3,P241
N000388,4,P103
N000396,0,P002
N000404,0,P232
N000412,4,P005
