notice_id,candidate_count,portal_id
N000051,4,P215
N000059,0,P094
N000067,201,P002
N000075,3,P064
N000083,6,P094
N000091,6,P005
N000099,1,P240
N000107,180,P005
N000115,119,P002
N000123,1,P235
N000131,100,P005
N000139,3,P113
N000147,3,P044
N000155,4,P094
N000163,2,P049
N000171,53,P001
N000179,1,P088
N000187,3,P238
N000195,2,P136
N000203,5,P094
N000211,0,P094
N000219,2,P215
N000227,0,P044
N000235,3,P002
N000243,3,P182
N000251,77,P006
N000259,4,P055
N000267,5,P094
N000275,2,P200
N000283,0,P097
N000291,8,P006
N000299,0,P094
N000307,150,P002
N000315,118,P005
N000323,8,P170
N000331,1,P094
N000339,0,P165
N000347,1,P044
N000355,2,P003
N000363,52,P003
N000371,0,P013
N000379,1,P013
N000387,114,P005
N000395,55,P003
N000403,0,P228
N000411,3,P036
N000419,3,P215
N000427,5,P240
N000435,402,P001
N000443,222,P002
N000451,0,P028
N000459,1,P044
N000467,137,P005
N000475,5,P146
N000483,7,P215
N000491,26,P004
N000499,103,P004
N000507,6,P094
N000515,86,P002
N000523,65,P005
N000531,6,P094
N000539,0,P059
N000547,45,P002
N000555,0,P003
N000563,2,P006
N000571,1,P041
N000579,4,P004
N000587,74,P006
N000595,0,P165
N000603,1,P094
N000611,1,P091
N000619,4,P258
N000627,3,P094
N000635,17,P003
N000643,314,P001
N000651,2,P003
N000659,45,P005
N000667,1,P006
N000675,2,P006
N000683,6,P043
N000691,80,P006
N000699,185,P006
N000707,5,P089
N000715,6,P141
N000723,6,P003
N000731,1,P002
N000739,2,P004
N000747,19,P003
N000755,2,P112
N000763,4,P167
N000771,0,P021
N000779,17,P020
N000787,4,P030
N000795,4,P138
N000803,3,P103
N000811,4,P124
N000819,27,P004
N000827,10,P077
N000835,10,P044
N000843,116,P001
N000851,192,P005
N000859,4,P041
N000867,154,P006
N000875,4,P094
N000883,15,P004
N000891,77,P005
N000899,9,P006
N000907,1,P146
N000915,3,P003
N000923,4,P004
N000931,0,P146
N000939,0,P044
N000947,30,P005
N000955,1,P162
N000963,3,P207
N000971,152,P001
N000979,1,P209
N000987,3,P094
N000995,0,P151
N001003,0,P183
N001011,4,P255
N001019,8,P200
N001027,1,P061
N001035,8,P006
N001043,3,P144
N001051,1,P195
N001059,5,P094
N001067,2,P241
N001075,38,P006
N001083,0,P181
N001091,2,P094
N001099,2,P004
N001107,46,P006
N001115,95,P001
N001123,2,P094
N001131,5,P207
N001139,1,P229
N001147,9,P035
N001155,18,P088
N001163,2,P207
N001171,55,P006
N001179,72,P005
N001187,3,P053
N001195,1,P094
N001203,0,P094
N001211,1,P181
N001219,3,P136
N001227,6,P227
N001235,2,P183
N001243,112,P002
N001251,2,P181
N001259,4,P246
N001267,4,P094
N001275,44,P005
N001283,2,P181
N001291,1,P191
N001299,46,P006
N001307,5,P167
N001315,1,P183
N001323,0,P013
N001331,1,P073
N001339,30,P004
N001347,1,P088
N001355,0,P238
N001363,258,P002
N001371,202,P005
N001379,2,P255
N001387,1,P191
N001395,209,P001
N001403,166,P002
N001411,15,P223
N001419,28,P006
N001427,0,P094
N001435,7,P088
N001443,16,P003
N001451,0,P064
N001459,60,P001
N001467,1,P181
N001475,10,P004
N001483,3,P225
N001491,11,P003
N001499,155,P006
N001507,5,P014
N001515,0,P207
N001523,22,P006
N001531,3,P181
N001539,0,P044
N001547,3,P120
N001555,8,P003
N001563,130,P002
N001571,4,P240
N001579,13,P242
N001587,7,P041
N001595,16,P003
N001603,10,P006
N001611,3,P023
N001619,3,P094
N001627,0,P240
N001635,0,P038
N001643,8,P242
N001651,20,P001
N001659,7,P232
N001667,2,P044
N001675,26,P003
N001683,80,P004
N001691,6,P006
N001699,17,P003
N001707,1,P099
N001715,8,P053
N001723,6,P003
N001731,3,P094
N001739,12,P094
N001747,22,P004
N001755,55,P005
N001763,22,P232
N001771,0,P128
N001779,16,P231
N001787,3,P094
N001795,0,P094
N001803,1,P181
N001811,54,P001
N001819,143,P005
N001827,3,P003
N001835,124,P002
N001843,2,P240
N001851,93,P003
N001859,1,P047
N001867,36,P094
N001875,105,P006
N001883,76,P003
N001891,0,P094
N001899,10,P136
N001907,2,P172
N001915,5,P232
N001923,6,P003
N001931,55,P005
N001939,9,P053
N001947,0,P185
N001955,3,P006
N001963,3,P239
N001971,4,P004
N001979,2,P094
N001987,0,P094
N001995,1,P005
N002003,20,P004
N002011,5,P003
N002019,25,P006
N002027,0,P214
N002035,6,P141
N002043,51,P054
N002051,0,P094
N002059,101,P001
N002067,0,P048
N002075,4,P241
N002083,0,P013
N002091,75,P001
N002099,3,P004
N002107,3,P235
N002115,7,P094
N002123,9,P094
N002131,60,P001
N002139,4,P163
N002147,215,P005
N002155,10,P002
N002163,11,P004
N002171,0,P117
N002179,0,P181
N002187,157,P001
N002195,57,P002
N002203,5,P163
N002211,2,P180
N002219,12,P002
N002227,0,P094
N002235,52,P002
N002243,230,P001
N002251,47,P006
N002259,0,P028
N002267,0,P176
N002275,0,P189
N002283,246,P001
N002291,16,P005
N002299,94,P001
N002307,1,P006
N002315,123,P001
N002323,12,P020
N002331,329,P002
N002339,0,P181
N002347,156,P006
N002355,9,P094
N002363,2,P001
N002371,32,P001
N002379,2,P255
N002387,25,P094
N002395,50,P214
N002403,3,P240
N002411,0,P016
N002419,7,P178
N002427,315,P001
N002435,2,P094
N002443,0,P117
N002451,157,P003
N002459,1,P215
N002467,14,P020
N002475,40,P003
N002483,3,P006
N002491,5,P004
N002499,11,P144
N002507,1,P094
N002515,55,P094
N002523,10,P063
N002531,0,P006
N002539,89,P004
N002547,0,P129
N002555,131,P005
N002563,2,P210
N002571,23,P003
N002579,0,P084
N002587,87,P001
N002595,4,P184
N002603,4,P006
N002611,1,P221
N002619,307,P005
N002627,3,P181
N002635,32,P094
N002643,0,P240
N002651,4,P215
N002659,3,P185
N002667,3,P003
N002675,5,P064
N002683,307,P002
N002691,64,P002
N002699,3,P006
N002707,2,P006
N002715,0,P227
N002723,1,P235
N002731,3,P044
N002739,5,P094
N002747,1,P020
N002755,1,P181
N002763,5,P205
N002771,282,P005
N002779,28,P004
N002787,5,P006
N002795,6,P239
N002803,0,P240
N002811,0,P162
N002819,4,P004
N002827,8,P240
N002835,59,P105
N002843,38,P191
N002851,0,P217
N002859,1,P250
N002867,4,P065
N002875,256,P002
N002883,1,P037
N002891,8,P181
N002899,13,P094
N002907,22,P094
N002915,3,P084
N002923,4,P002
N002931,2,P107
N002939,87,P002
N002947,131,P002
N002955,168,P001
N002963,7,P232
N002971,4,P004
N002979,5,P004
N002987,13,P002
N002995,3,P252
N003003,0,P006
N003011,2,P020
N003019,110,P005
N003027,8,P006
N003035,5,P003
N003043,21,P006
N003051,7,P001
N003059,9,P094
N003067,35,P005
N003075,3,P044
N003083,5,P181
N003091,103,P001
N003099,2,P065
N003107,53,P006
N003115,7,P136
N003123,15,P181
N003131,19,P052
N003139,17,P005
N003147,268,P002
N003155,4,P006
N003163,12,P069
N003171,6,P215
N003179,0,P013
N003187,8,P211
N003195,1,P180
N003203,32,P001
N003211,3,P003
N003219,0,P215
N003227,13,P094
N003235,2,P094
N003243,0,P104
N003251,3,P094
N003259,42,P002
N003267,3,P160
N003275,0,P257
N003283,1,P073
N003291,7,P216
N003299,1,P020
N003307,44,P002
N003315,0,P094
N003323,5,P073
N003331,2,P094
N003339,0,P020
N003347,3,P069
N003355,12,P003
N003363,225,P001
N003371,0,P126
N003379,0,P013
N003387,8,P038
N003395,69,P004
N003403,315,P002
N003411,2,P040
N003419,7,P036
N003427,3,P125
N003435,0,P249
N003443,15,P094
N003451,1,P240
N003459,5,P006
N003467,2,P071
N003475,488,P005
N003483,0,P020
N003491,2,P094
N003499,160,P004
N003507,220,P002
N003515,202,P001
N003523,142,P001
N003531,31,P003
N003539,2,P020
N003547,271,P002
N003555,213,P002
N003563,9,P003
N003571,3,P240
N003579,8,P094
N003587,8,P141
N003595,174,P005
N003603,2,P003
N003611,0,P235
N003619,0,P094
N003627,285,P002
N003635,56,P005
N003643,8,P003
N003651,1,P136
N003659,34,P002
N003667,4,P094
N003675,256,P005
N003683,6,P240
N003691,87,P003
N003699,76,P003
N003707,7,P235
N003715,68,P005
N003723,0,P240
N003731,207,P005
N003739,158,P004
N003747,4,P003
N003755,185,P002
N003763,155,P004
N003771,77,P003
N003779,0,P094
N003787,26,P094
N003795,214,P002
N003803,0,P183
N003811,101,P002
N003819,11,P006
N003827,50,P004
N003835,7,P115
N003843,8,P094
N003851,45,P006
N003859,245,P002
N003867,5,P094
N003875,6,P240
N003883,8,P006
N003891,20,P005
N003899,0,P094
N003907,200,P002
N003915,13,P094
N003923,51,P006
N003931,207,P001
N003939,2,P116
N003947,1,P240
N003955,207,P002
N003963,147,P005
N003971,6,P183
N003979,0,P094
N003987,0,P008
N003995,89,P002
N004003,5,P232
N004011,229,P001
N004019,4,P005
N004027,1,P240
N004035,1,P096
N004043,55,P006
N004051,0,P094
N004059,23,P217
N004067,4,P094
N004075,9,P004
N004083,0,P240
N004091,3,P094
N004099,3,P194
N004107,75,P006
N004115,2,P227
N004123,6,P081
N004131,1,P238
N004139,1,P095
N004147,158,P004
N004155,0,P084
N004163,31,P005
N004171,12,P099
N004179,4,P246
N004187,0,P240
N004195,85,P006
N004203,4,P094
N004211,0,P039
N004219,140,P002
N004227,4,P200
N004235,3,P147
N004243,1,P090
N004251,8,P094
N004259,6,P094
N004267,57,P001
N004275,2,P147
N004283,12,P006
N004291,94,P005
N004299,4,P003
N004307,1,P094
N004315,15,P004
N004323,0,P061
N004331,5,P020
N004339,2,P252
N004347,3,P207
N004355,130,P002
N004363,4,P020
N004371,4,P203
N004379,87,P005
N004387,6,P240
N004395,2,P215
N004403,53,P006
N004411,3,P039
N004419,20,P005
N004427,107,P001
N004435,5,P002
N004443,324,P005
N004451,299,P002
N004459,1,P011
N004467,52,P094
N004475,1,P232
N004483,1,P091
N004491,23,P094
N004499,14,P006
N004507,0,P145
N004515,7,P238
N004523,0,P168
N004531,1,P020
N004539,7,P166
N004547,8,P240
N004555,248,P001
N004563,10,P004
N004571,7,P004
N004579,58,P005
N004587,8,P005
N004595,5,P006
N004603,97,P004
N004611,155,P003
N004619,1,P027
N004627,6,P001
N004635,118,P001
N004643,19,P006
N004651,3,P041
N004659,3,P044
N004667,5,P006
N004675,2,P057
N004683,1,P004
N004691,0,P235
N004699,0,P050
N004707,5,P058
N004715,3,P094
N004723,4,P189
N004731,60,P006
N004739,1,P136
N004747,44,P006
N004755,281,P001
N004763,1,P004
N004771,7,P240
N004779,324,P002
N004787,3,P146
N004795,0,P001
N004803,1,P100
N004811,51,P004
N004819,64,P001
N004827,31,P200
N004835,21,P003
N004843,2,P094
N004851,4,P003
N004859,0,P020
N004867,2,P240
N004875,24,P003
N004883,0,P227
N004891,0,P238
N004899,2,P094
N004907,4,P042
N004915,0,P094
N004923,4,P097
N004931,0,P142
N004939,61,P005
N004947,0,P235
N004955,4,P006
N004963,220,P005
N004971,3,P006
N004979,1,P224
N004987,0,P094
N004995,98,P002
N005003,3,P112
N005011,4,P002
N005019,5,P003
N005027,4,P088
N005035,14,P215
N005043,101,P001
N005051,0,P145
N005059,12,P041
N005067,4,P106
N005075,11,P002
N005083,1,P003
N005091,115,P001
N005099,33,P004
N005107,4,P041
N005115,68,P006
N005123,24,P003
N005131,10,P003
N005139,34,P006
N005147,1,P079
N005155,7,P014
N005163,7,P003
N005171,4,P002
N005179,8,P228
N005187,199,P005
N005195,72,P006
N005203,7,P020
N005211,2,P240
N005219,2,P011
N005227,3,P181
N005235,4,P246
N005243,0,P004
N005251,3,P163
N005259,5,P094
N005267,64,P003
N005275,2,P094
N005283,50,P001
N005291,141,P005
N005299,3,P180
N005307,5,P189
N005315,0,P141
N005323,4,P089
N005331,0,P184
N005339,6,P003
N005347,0,P016
N005355,35,P003
N005363,0,P003
N005371,7,P003
N005379,3,P230
N005387,61,P005
N005395,0,P020
N005403,4,P003
N005411,155,P004
N005419,3,P175
N005427,1,P094
N005435,8,P227
N005443,3,P208
N005451,0,P013
N005459,0,P192
N005467,1,P133
N005475,0,P004
N005483,0,P252
N005491,5,P006
N005499,0,P097
N005507,18,P004
N005515,123,P002
N005523,3,P020
N005531,2,P192
N005539,1,P136
N005547,2,P121
N005555,267,P002
N005563,0,P166
N005571,4,P064
N005579,36,P094
N005587,294,P002
N005595,0,P106
N005603,6,P136
N005611,7,P003
N005619,4,P215
N005627,2,P141
N005635,16,P006
N005643,32,P005
N005651,1,P063
N005659,22,P003
N005667,0,P167
N005675,4,P044
N005683,0,P075
N005691,1,P181
N005699,1,P012
N005707,0,P122
N005715,43,P001
N005723,3,P094
N005731,0,P094
N005739,1,P006
N005747,8,P004
N005755,13,P020
N005763,1,P021
N005771,71,P003
N005779,3,P240
N005787,3,P020
N005795,26,P005
N005803,0,P088
N005811,7,P094
N005819,10,P094
N005827,2,P094
N005835,258,P002
N005843,0,P121
N005851,105,P004
N005859,266,P005
N005867,0,P227
N005875,277,P001
N005883,0,P181
N005891,156,P001
N005899,47,P003
N005907,160,P004
N005915,2,P232
N005923,15,P001
N005931,7,P094
N005939,15,P005
N005947,0,P020
N005955,3,P183
N005963,64,P005
N005971,0,P006
N005979,117,P002
N005987,54,P222
N005995,200,P005
N006003,71,P006
N006011,7,P002
N006019,2,P189
N006027,0,P094
N006035,0,P020
N006043,1,P215
N006051,1,P006
N006059,4,P099
N006067,4,P136
N006075,71,P003
N006083,2,P214
N006091,5,P094
N006099,1,P001
N006107,8,P012
N006115,22,P002
N006123,11,P133
N006131,1,P141
N006139,0,P094
N006147,11,P006
N006155,51,P005
N006163,4,P002
N006171,2,P044
N006179,4,P001
N006187,9,P003
N006195,83,P004
N006203,0,P094
N006211,97,P002
N006219,3,P006
N006227,0,P221
N006235,2,P089
N006243,155,P006
N006251,0,P228
N006259,3,P190
N006267,7,P094
N006275,3,P143
N006283,5,P042
N006291,13,P004
N006299,169,P006
N006307,7,P041
N006315,3,P077
N006323,0,P146
N006331,1,P044
N006339,6,P094
N006347,4,P122
N006355,250,P002
N006363,0,P240
N006371,3,P020
N006379,3,P094
N006387,9,P094
N006395,202,P001
N006403,155,P004
N006411,7,P137
N006419,249,P001
N006427,0,P124
N006435,3,P094
N006443,6,P020
N006451,1,P112
N006459,0,P094
N006467,3,P117
N006475,2,P041
N006483,86,P004
N006491,121,P005
N006499,31,P004
N006507,0,P071
N006515,12,P006
N006523,14,P003
N006531,1,P013
N006539,2,P003
N006547,0,P066
N006555,2,P246
N006563,157,P004
N006571,0,P094
N006579,10,P004
N006587,5,P227
N006595,51,P094
N006603,11,P003
N006611,5,P020
N006619,57,P004
N006627,4,P040
N006635,17,P006
N006643,78,P005
N006651,36,P006
N006659,2,P255
N006667,13,P006
N006675,0,P013
N006683,3,P210
N006691,213,P002
N006699,1,P031
N006707,6,P141
N006715,8,P044
N006723,12,P189
N006731,1,P167
N006739,4,P003
N006747,3,P240
N006755,146,P005
N006763,268,P002
N006771,1,P091
N006779,5,P094
N006787,2,P240
N006795,99,P004
N006803,1,P181
N006811,22,P001
N006819,3,P046
N006827,4,P006
N006835,0,P013
N006843,0,P037
N006851,86,P006
N006859,4,P059
N006867,15,P004
N006875,1,P116
N006883,0,P044
N006891,0,P228
N006899,4,P006
N006907,295,P001
N006915,0,P196
N006923,4,P094
N006931,1,P020
N006939,3,P190
N006947,173,P005
N006955,13,P006
N006963,0,P254
N006971,0,P129
N006979,6,P006
N006987,1,P089
N006995,2,P094
N007003,77,P002
N007011,1,P217
N007019,0,P241
N007027,25,P004
N007035,0,P112
N007043,155,P006
N007051,0,P254
N007059,0,P199
N007067,1,P228
N007075,4,P044
N007083,72,P003
N007091,51,P005
N007099,249,P002
N007107,0,P059
N007115,0,P073
N007123,2,P071
N007131,6,P184
N007139,90,P003
N007147,1,P094
N007155,1,P181
N007163,2,P006
N007171,169,P006
N007179,66,P004
N007187,1,P180
N007195,1,P005
N007203,9,P094
N007211,2,P240
N007219,5,P021
N007227,0,P180
N007235,4,P094
N007243,19,P091
N007251,0,P020
N007259,0,P032
N007267,277,P005
N007275,2,P215
N007283,7,P094
N007291,32,P001
N007299,3,P094
N007307,0,P020
N007315,120,P006
N007323,8,P143
N007331,113,P005
N007339,1,P094
N007347,5,P006
N007355,16,P255
N007363,4,P097
N007371,4,P216
N007379,2,P041
N007387,0,P244
N007395,86,P003
N007403,0,P005
N007411,1,P259
N007419,22,P001
N007427,0,P053
N007435,1,P094
N007443,139,P005
N007451,264,P005
N007459,13,P006
N007467,0,P065
N007475,277,P002
N007483,4,P189
N007491,215,P005
N007499,1,P189
N007507,0,P188
N007515,6,P094
N007523,130,P005
N007531,2,P042
N007539,5,P240
N007547,155,P006
N007555,89,P002
N007563,7,P005
N007571,77,P001
N007579,1,P094
N007587,0,P189
N007595,0,P020
N007603,3,P181
N007611,14,P006
N007619,4,P006
N007627,5,P200
N007635,0,P178
N007643,0,P069
N007651,5,P148
N007659,3,P184
N007667,155,P003
N007675,6,P004
N007683,5,P094
N007691,0,P094
N007699,167,P002
N007707,36,P257
N007715,6,P057
N007723,3,P020
N007731,24,P094
N007739,20,P004
N007747,1,P016
N007755,129,P001
N007763,7,P003
N007771,14,P094
N007779,4,P073
N007787,11,P246
N007795,6,P094
N007803,23,P141
N007811,5,P227
N007819,52,P002
N007827,27,P060
N007835,2,P253
N007843,28,P094
N007851,53,P004
N007859,4,P094
N007867,3,P147
N007875,1,P025
N007883,77,P001
N007891,74,P002
N007899,6,P124
N007907,4,P255
N007915,1,P106
N007923,1,P122
N007931,1,P042
N007939,8,P044
N007947,2,P081
N007955,6,P184
N007963,0,P235
N007971,5,P088
N007979,1,P005
N007987,4,P004
N007995,132,P003
N008003,0,P094
N008011,4,P056
N008019,0,P094
N008027,27,P182
N008035,48,P001
N008043,27,P003
N008051,0,P020
N008059,4,P129
N008067,96,P002
N008075,2,P151
N008083,3,P182
N008091,1,P152
N008099,2,P216
N008107,5,P094
N008115,3,P240
N008123,1,P094
N008131,2,P241
N008139,2,P028
N008147,0,P099
N008155,5,P006
N008163,1,P097
N008171,1,P184
N008179,77,P003
N008187,12,P006
N008195,3,P167
N008203,1,P221
N008211,3,P094
N008219,114,P006
N008227,157,P006
N008235,4,P073
N008243,6,P094
N008251,32,P001
N008259,1,P041
N008267,2,P129
N008275,4,P133
N008283,1,P059
N008291,2,P026
N008299,0,P173
N008307,3,P053
N008315,119,P002
N008323,23,P003
N008331,7,P005
N008339,81,P004
N008347,184,P001
N008355,0,P094
N008363,3,P094
N008371,179,P002
N008379,1,P088
N008387,8,P240
N008395,74,P001
N008403,129,P001
N008411,1,P016
N008419,176,P002
N008427,3,P250
N008435,81,P001
N008443,4,P003
N008451,1,P091
N008459,4,P003
N008467,19,P094
N008475,1,P215
N008483,170,P005
N008491,2,P122
N008499,0,P052
N008507,7,P163
N008515,151,P002
N008523,0,P101
N008531,3,P235
N008539,270,P001
N008547,2,P094
N008555,97,P006
N008563,0,P088
N008571,176,P003
N008579,0,P013
N008587,1,P094
N008595,22,P006
N008603,129,P002
N008611,69,P003
N008619,23,P232
N008627,7,P250
N008635,7,P094
N008643,15,P003
N008651,1,P145
N008659,305,P001
N008667,220,P001
N008675,3,P214
N008683,14,P163
N008691,10,P004
N008699,6,P003
N008707,0,P006
N008715,5,P064
N008723,0,P232
N008731,0,P003
N008739,4,P094
N008747,9,P006
N008755,4,P084
N008763,1,P094
N008771,1,P115
N008779,1,P094
N008787,53,P003
N008795,1,P094
N008803,3,P001
N008811,2,P026
N008819,294,P001
N008827,6,P094
N008835,6,P223
N008843,0,P240
N008851,131,P001
N008859,0,P044
N008867,111,P005
N008875,3,P226
N008883,0,P094
N008891,117,P001
N008899,8,P136
N008907,19,P129
N008915,2,P044
N008923,3,P094
N008931,1,P147
N008939,13,P250
N008947,58,P094
N008955,4,P020
N008963,8,P226
N008971,1,P001
N008979,7,P240
N008987,2,P120
N008995,4,P193
N009003,143,P001
N009011,5,P073
N009019,8,P044
N009027,8,P094
N009035,0,P020
N009043,3,P240
N009051,0,P178
N009059,0,P094
N009067,0,P013
N009075,39,P004
N009083,10,P041
N009091,5,P224
N009099,3,P083
N009107,214,P001
N009115,5,P108
N009123,0,P216
N009131,1,P097
N009139,279,P001
N009147,2,P094
N009155,29,P255
N009163,3,P227
N009171,1,P020
N009179,35,P001
N009187,1,P005
N009195,244,P002
N009203,4,P044
N009211,31,P240
N009219,64,P001
N009227,154,P003
N009235,2,P037
N009243,0,P202
N009251,3,P259
N009259,0,P081
N009267,28,P006
N009275,5,P247
N009283,1,P094
N009291,0,P235
N009299,201,P002
N009307,4,P235
N009315,0,P189
N009323,2,P005
N009331,10,P094
N009339,0,P013
N009347,58,P001
N009355,5,P207
N009363,1,P152
N009371,44,P005
N009379,13,P106
N009387,6,P081
N009395,9,P002
N009403,57,P001
N009411,10,P094
N009419,81,P003
N009427,8,P064
N009435,0,P094
N009443,0,P063
N009451,46,P003
N009459,5,P094
N009467,88,P005
N009475,0,P146
N009483,3,P063
N009491,3,P088
N009499,2,P094
N009507,5,P073
N009515,11,P136
N009523,79,P004
N009531,20,P004
N009539,1,P094
N009547,20,P002
N009555,304,P002
N009563,48,P004
N009571,232,P005
N009579,4,P116
N009587,3,P006
N009595,2,P136
N009603,6,P057
N009611,11,P094
N009619,142,P005
N009627,0,P240
N009635,5,P189
N009643,1,P094
N009651,0,P120
N009659,20,P001
N009667,2,P069
N009675,108,P002
N009683,62,P002
N009691,97,P005
N009699,4,P112
N009707,127,P001
N009715,28,P005
N009723,74,P006
N009731,2,P136
N009739,161,P006
N009747,4,P146
N009755,35,P002
N009763,66,P005
N009771,3,P184
N009779,0,P183
N009787,5,P003
N009795,2,P006
N009803,1,P166
N009811,2,P241
N009819,9,P005
N009827,41,P003
N009835,28,P004
N009843,1,P217
N009851,70,P006
N009859,110,P002
N009867,5,P042
N009875,3,P190
N009883,3,P246
N009891,2,P211
N009899,1,P004
N009907,8,P097
N009915,0,P239
N009923,6,P240
N009931,113,P001
N009939,2,P240
N009947,56,P002
N009955,1,P015
N009963,2,P003
N009971,3,P170
N009979,1,P003
N009987,5,P006
N009995,0,P081
N010003,75,P004
N010011,2,P215
N010019,33,P002
N010027,93,P002
N010035,0,P022
N010043,0,P033
N010051,58,P002
N010059,1,P013
N010067,27,P006
N010075,5,P227
N010083,126,P002
N010091,0,P175
N010099,106,P005
N010107,0,P121
N010115,3,P202
N010123,4,P088
N010131,2,P136
N010139,5,P014
N010147,69,P003
N010155,1,P094
N010163,2,P146
N010171,0,P014
N010179,127,P005
N010187,1,P094
N010195,57,P006
N010203,0,P129
N010211,2,P002
N010219,172,P002
N010227,1,P094
N010235,22,P005
N010243,12,P005
N010251,1,P035
N010259,98,P005
N010267,72,P006
N010275,116,P006
N010283,2,P097
N010291,257,P005
N010299,4,P020
N010307,128,P005
N010315,0,P140
N010323,83,P006
N010331,168,P005
N010339,38,P002
N010347,14,P113
N010355,4,P147
N010363,8,P240
N010371,22,P219
N010379,2,P117
N010387,74,P001
N010395,2,P094
N010403,4,P255
N010411,51,P006
N010419,59,P193
N010427,8,P088
N010435,0,P094
N010443,0,P027
N010451,1,P006
N010459,1,P006
N010467,3,P101
N010475,20,P006
N010483,31,P003
N010491,7,P002
N010499,16,P006
N010507,43,P002
N010515,1,P088
N010523,0,P094
N010531,2,P004
N010539,89,P002
N010547,18,P003
N010555,83,P006
N010563,281,P005
N010571,30,P001
N010579,261,P005
N010587,3,P240
N010595,55,P002
N010603,0,P006
N010611,1,P064
N010619,54,P001
N010627,5,P254
N010635,108,P002
N010643,127,P002
N010651,13,P001
N010659,1,P136
N010667,6,P081
N010675,9,P020
N010683,2,P112
N010691,2,P020
N010699,155,P004
N010707,0,P061
N010715,155,P004
N010723,175,P004
N010731,7,P194
N010739,3,P094
N010747,5,P146
N010755,0,P240
N010763,6,P095
N010771,36,P155
N010779,4,P096
N010787,77,P002
N010795,7,P214
N010803,4,P069
N010811,4,P246
N010819,11,P002
N010827,0,P137
N010835,26,P088
N010843,0,P097
N010851,3,P219
N010859,1,P094
N010867,2,P077
N010875,1,P091
N010883,5,P001
N010891,286,P005
N010899,4,P227
N010907,0,P020
N010915,196,P005
N010923,1,P170
N010931,5,P120
N010939,2,P020
N010947,1,P046
N010955,89,P001
N010963,4,P095
N010971,154,P006
N010979,14,P001
N010987,0,P094
N010995,88,P001
N011003,3,P094
N011011,0,P005
N011019,3,P004
N011027,0,P046
N011035,22,P001
N011043,74,P005
N011051,2,P189
N011059,1,P094
N011067,8,P240
N011075,2,P044
N011083,71,P002
N011091,108,P005
N011099,24,P028
N011107,8,P094
N011115,0,P146
N011123,2,P238
N011131,0,P254
N011139,3,P005
N011147,14,P094
N011155,82,P006
N011163,2,P162
N011171,4,P094
N011179,0,P065
N011187,0,P094
N011195,119,P005
N011203,2,P215
N011211,23,P189
N011219,4,P094
N011227,3,P005
N011235,2,P142
N011243,4,P046
N011251,1,P094
N011259,2,P238
N011267,2,P094
N011275,3,P094
N011283,2,P059
N011291,9,P229
N011299,4,P041
N011307,97,P006
N011315,1,P094
N011323,24,P020
N011331,76,P004
N011339,2,P240
N011347,0,P094
N011355,3,P002
N011363,5,P257
N011371,2,P076
N011379,285,P002
N011387,5,P240
N011395,0,P094
N011403,158,P004
N011411,8,P003
N011419,82,P002
N011427,4,P225
N011435,24,P005
N011443,4,P202
N011451,1,P209
N011459,0,P058
N011467,6,P214
N011475,0,P094
N011483,0,P056
N011491,1,P038
N011499,120,P001
N011507,4,P208
N011515,1,P195
N011523,5,P003
N011531,0,P098
N011539,0,P213
N011547,0,P221
N011555,9,P044
N011563,7,P045
N011571,5,P255
N011579,4,P167
N011587,107,P005
N011595,2,P003
N011603,2,P116
N011611,1,P037
N011619,1,P044
N011627,2,P035
N011635,3,P236
N011643,0,P094
N011651,197,P005
N011659,0,P242
N011667,297,P005
N011675,11,P004
N011683,19,P006
N011691,64,P002
N011699,49,P001
N011707,3,P184
N011715,0,P094
N011723,9,P197
N011731,101,P004
N011739,152,P001
N011747,6,P200
N011755,0,P213
N011763,161,P001
N011771,137,P002
N011779,0,P183
N011787,0,P116
N011795,252,P005
N011803,169,P001
N011811,1,P003
N011819,56,P004
N011827,2,P180
N011835,2,P083
N011843,254,P001
N011851,23,P001
N011859,12,P002
N011867,1,P180
N011875,2,P014
N011883,4,P124
N011891,35,P001
N011899,1,P003
N011907,2,P094
N011915,146,P001
N011923,0,P221
N011931,1,P227
N011939,1,P077
N011947,4,P106
N011955,57,P005
N011963,3,P194
N011971,36,P190
N011979,6,P091
N011987,0,P004
N011995,233,P001
N000004,4,P227
N000012,3,P094
N000020,0,P111
N000028,1,P087
N000036,103,P002
N000044,41,P002
N000052,4,P038
N000060,10,P004
N000068,139,P001
N000076,0,P137
N000084,4,P094
N000092,0,P240
N000100,3,P006
N000108,22,P010
N000116,58,P006
N000124,135,P002
N000132,0,P028
N000140,104,P003
N000148,3,P196
N000156,3,P014
N000164,23,P003
N000172,0,P013
N000180,2,P166
N000188,57,P003
N000196,2,P094
N000204,5,P240
N000212,88,P004
N000220,2,P196
N000228,7,P006
N000236,6,P003
N000244,3,P027
N000252,4,P097
N000260,56,P001
N000268,283,P002
N000276,0,P046
N000284,165,P002
N000292,1,P006
N000300,159,P006
N000308,3,P107
N000316,0,P094
N000324,12,P242
N000332,1,P258
N000340,250,P005
N000348,0,P094
N000356,1,P240
N000364,5,P001
N000372,262,P001
N000380,3,P241
N000388,2,P103
N000396,135,P002
N000404,0,P232
N000412,208,P005
N000420,23,P063
N000428,78,P006
N000436,123,P005
N000444,3,P094
N000452,88,P001
N000460,0,P136
N000468,33,P044
